(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
0:09:53,1701083640,2023-11-27T11:14:00,2023-11-27T13:14:00,1.007,9.6,33.08,31.39,34.89,30.52,34.24,865.12,859.99,255.516663,38.42,0.97,500,0,9.829,0.97565,4.08,52532,98,30.0,3.81,0.02,5.24,0.06,6.26,0.11,6.76,0.14,22.84,0.37,28.77,0.79,30.2,1.0,30.49,1.05,30.49,1.05,0.74,0.0,0.074,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,823.1,85.4,807,845,-195.9,132.1,-213,-157,251.9,122.8,229,273,-106.4,188601.4,-1137,805,359.0,1806035.8,-3648,2948,-898.6,871470.0,-2625,1732,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218026,0.037409,0.076315,0.039285,0.0,30.0
0:10:23,1701083670,2023-11-27T11:14:30,2023-11-27T13:14:30,1.006,10.1,33.2,31.5,35.03,31.11,34.16,864.96,860.0,255.266663,39.54,0.9693,501,0,9.822,0.9745,4.08,52520,98,30.0,5.36,5.79,7.11,10.6,8.33,14.9,8.93,17.28,32.75,211.95,40.76,332.46,42.48,363.85,42.83,370.4,42.83,370.4,0.72,0.0,0.0771,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,891.8,574.4,837,917,-295.8,3558.0,-423,-143,56.4,7745.9,-91,236,-64.9,2431533.5,-4278,3753,-2083.3,85496576.0,-43163,7218,-379.2,24889080.0,-11103,17762,0.0,100.0,0.0,0.0,0.0,0.0,0,0.208812,0.088315,0.067819,0.038391,0.0,30.0
0:10:53,1701083700,2023-11-27T11:15:00,2023-11-27T13:15:00,1.006,10.6,33.34,31.63,35.12,31.11,34.42,865.05,859.98,255.933334,39.93,0.9687,502,0,9.816,0.97311,4.08,52508,98,30.0,6.96,1.58,9.69,2.83,11.66,3.94,12.62,4.55,41.41,58.24,52.4,90.77,55.13,98.99,55.68,100.7,55.68,100.7,0.76,0.0,0.0813,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,892.8,174.9,865,915,-331.1,314.6,-377,-295,37.9,1021.6,-28,105,-165.6,1009416.2,-2493,2642,301.0,25089176.0,-8470,18900,-1341.1,1806335.1,-4830,2030,0.0,100.0,0.0,0.0,0.0,0.0,0,0.209941,0.088843,0.067764,0.038373,0.0,30.0
0:11:23,1701083730,2023-11-27T11:15:30,2023-11-27T13:15:30,1.004,11.1,33.48,31.75,35.28,31.11,34.66,865.07,859.83,256.216675,40.44,0.9679,502,0,9.817,0.97357,4.08,52496,98,30.0,5.78,0.16,8.39,0.31,10.31,0.47,11.26,0.57,33.52,5.99,43.09,9.27,45.74,10.12,46.28,10.31,46.28,10.31,0.78,0.0,0.0858,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,907.1,85.6,885,920,-314.3,285.3,-352,-292,8.7,538.2,-35,71,-341.1,924796.8,-4121,1216,163.5,11490979.0,-12276,8058,-799.5,1359089.5,-2625,3438,0.0,100.0,0.0,0.0,0.0,0.0,0,0.210279,0.143481,0.067834,0.039433,0.0,30.0
0:11:53,1701083760,2023-11-27T11:16:00,2023-11-27T13:16:00,1.006,11.61,33.58,31.86,35.44,31.11,34.71,864.97,859.92,256.350006,41.5,0.9674,503,0,9.81,0.97311,4.08,52484,98,30.0,5.03,0.05,7.22,0.08,8.83,0.11,9.62,0.12,29.31,2.36,37.53,3.34,39.75,3.46,40.21,3.49,40.21,3.49,0.74,0.0,0.0897,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,913.8,67.2,892,934,-309.4,358.4,-374,-285,-17.6,749.1,-78,57,523.6,3871084.2,-3123,7927,355.3,4796596.5,-5232,7411,-1124.6,1563665.0,-6833,910,0.0,100.0,0.0,0.0,0.0,0.0,0,0.210594,0.022827,0.068043,0.039324,0.0,30.0
0:12:23,1701083790,2023-11-27T11:16:30,2023-11-27T13:16:30,1.006,12.11,33.69,31.96,35.55,31.11,34.93,865.04,859.88,256.616669,38.5,0.9676,504,0,9.803,0.97149,4.08,52472,98,30.0,5.32,0.03,7.23,0.12,8.59,0.26,9.26,0.34,32.05,0.74,40.22,1.45,42.12,1.86,42.51,1.96,42.51,1.96,0.7,0.0,0.0934,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,899.8,152.1,840,915,-294.5,338.0,-357,-242,53.5,994.9,6,188,-387.2,3159086.0,-9441,1653,737.5,11632273.0,-7525,7446,-1168.4,1844735.0,-6177,1706,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218117,0.071228,0.076365,0.039325,0.0,30.0
0:12:53,1701083820,2023-11-27T11:17:00,2023-11-27T13:17:00,1.004,12.61,33.76,32.06,35.64,31.69,34.88,864.96,859.91,255.083328,37.95,0.9675,504,0,9.804,0.97311,4.08,52460,98,30.0,4.99,0.0,6.35,0.01,7.26,0.02,7.71,0.03,31.22,0.21,38.32,0.17,39.63,0.12,39.89,0.12,39.89,0.12,0.68,0.0,0.0968,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,873.9,629.7,815,919,-286.5,165.7,-312,-253,119.3,3979.5,33,236,223.3,11328079.0,-8925,13440,-1303.4,11865690.0,-10605,3823,-784.9,2886910.5,-3211,5372,0.0,100.0,0.0,0.0,0.0,0.0,0,0.209857,0.12417,0.067921,0.039331,0.0,30.0
0:13:23,1701083850,2023-11-27T11:17:30,2023-11-27T13:17:30,1.006,13.11,33.84,32.15,35.74,31.69,34.9,864.92,859.95,254.800003,37.29,0.9674,505,0,9.797,0.97218,4.08,52448,98,30.0,13.27,135.2,16.73,221.4,19.03,291.61,20.15,329.71,83.34,5260.21,102.04,7952.12,105.35,8520.81,106.02,8637.19,106.02,8637.19,0.71,0.0,0.1026,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,834.4,59920.2,-346,1061,-257.0,17494.3,-495,214,157.7,46222.7,12,904,6492.3,596061376.0,-44178,67803,-286.1,405950080.0,-52018,43470,-1166.5,200700832.0,-30703,40775,0.0,96.7,0.0,0.0,0.0,3.3,15,0.209148,0.173632,0.068007,0.03833,0.0,30.0
0:13:53,1701083880,2023-11-27T11:18:00,2023-11-27T13:18:00,1.004,13.62,33.86,32.26,35.72,31.69,34.97,864.92,860.04,254.5,38.06,0.9673,505,0,9.798,0.97519,4.08,52436,98,30.0,11.94,0.99,15.83,1.78,18.54,2.49,19.88,2.87,73.01,36.68,90.83,57.15,94.66,62.32,95.43,63.4,95.43,63.4,0.72,0.0,0.1108,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,818.5,107042.9,-378,1180,-206.9,11999.9,-381,65,127.7,28086.2,-134,617,-1735.7,559172800.0,-65327,53287,-2498.1,259468320.0,-24543,56490,546.0,82113824.0,-22356,21927,0.0,93.3,0.0,0.0,0.0,6.7,7,0.212336,0.054846,0.067944,0.038393,0.0,30.0
0:14:23,1701083910,2023-11-27T11:18:30,2023-11-27T13:18:30,1.008,14.12,33.89,32.31,35.75,31.69,35.06,864.91,860.0,254.350006,37.92,0.9672,506,0,9.788,0.97288,4.08,52424,98,30.0,37.97,977.01,61.54,2671.23,79.68,4592.17,88.59,5732.43,203.22,27694.28,274.48,50752.67,298.95,60511.9,304.01,62653.29,304.01,62653.29,0.88,0.02,0.1302,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,358.9,510474.1,-747,980,-114.8,27606.8,-313,227,246.3,49958.1,9,663,-1951.7,334726752.0,-28603,56385,3018.6,531518848.0,-93213,52272,-1147.7,100986728.0,-25436,21778,23.3,63.3,0.0,0.0,0.0,13.3,0,0.21125,0.108024,0.068692,0.038361,0.0,30.0
0:14:53,1701083940,2023-11-27T11:19:00,2023-11-27T13:19:00,1.006,14.62,33.92,32.35,35.75,31.69,34.98,864.91,859.98,253.233337,40.48,0.9664,507,0,9.783,0.97218,4.08,52412,98,30.0,51.65,2271.68,107.55,10496.14,152.42,21486.58,174.48,28317.46,214.83,36092.45,342.78,97451.0,402.19,137265.89,414.61,146454.86,414.61,146454.86,1.03,0.0,0.1727,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-11.3,448183.2,-849,949,-15.4,30650.5,-343,232,396.9,39942.6,58,747,5831.2,936523392.0,-45526,106408,2340.1,555569088.0,-47731,81602,-1874.7,349234912.0,-38473,42437,36.7,33.3,0.0,0.0,0.0,30.0,0,0.222224,0.157086,0.07637,0.039418,0.0,30.0
0:15:23,1701083970,2023-11-27T11:19:30,2023-11-27T13:19:30,1.006,15.12,33.92,32.37,35.73,31.69,35.05,864.91,860.13,253.733337,39.04,0.9669,508,0,9.775,0.97265,4.08,52400,98,30.0,90.54,2755.82,205.62,14229.79,298.76,30065.9,344.55,39998.51,332.28,37252.35,578.8,112666.62,701.69,165532.25,727.42,177894.06,727.42,177894.06,1.15,0.0,0.2514,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,291.1,538521.8,-921,1052,-15.9,32983.2,-262,443,254.1,53739.8,-6,700,549.5,1188227328.0,-79266,79992,-4727.9,929161920.0,-72231,64531,-1032.0,222218560.0,-26608,39655,23.3,56.7,0.0,0.0,0.0,20.0,0,0.216079,0.041848,0.068102,0.039356,0.0,30.0
0:15:53,1701084000,2023-11-27T11:20:00,2023-11-27T13:20:00,1.005,15.63,33.92,32.41,35.69,31.69,35.05,864.83,860.15,251.699997,38.02,0.9672,508,0,9.774,0.97126,4.08,52388,98,30.0,38.9,608.35,87.39,3026.89,126.6,6331.14,145.88,8397.77,145.21,8718.22,249.89,25293.56,301.64,36616.84,312.48,39253.22,312.48,39253.22,1.08,0.0,0.325,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,837.3,6384.9,673,1027,-262.1,12107.0,-448,2,153.7,8115.0,15,362,-11345.5,768059264.0,-96136,20483,2569.3,268947808.0,-21542,72887,-1175.9,254820192.0,-37275,41448,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215344,0.09275,0.068153,0.038406,0.0,30.0
0:16:23,1701084030,2023-11-27T11:20:30,2023-11-27T13:20:30,1.005,16.13,33.96,32.46,35.69,31.69,35.16,864.86,860.17,251.46666,37.35,0.9672,508,0,9.775,0.97103,4.08,52376,98,30.0,16.88,3.5,30.11,30.35,40.51,73.48,45.62,101.65,83.25,31.06,118.51,115.83,132.4,204.75,135.29,227.57,135.29,227.57,0.84,0.0,0.3545,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,872.0,116.1,843,892,-359.7,474.5,-396,-297,59.1,608.4,16,177,-291.7,2663161.5,-5486,2406,-453.6,23271732.0,-20063,13667,-1021.1,7423235.0,-9362,7227,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221848,0.141884,0.076447,0.038381,0.0,30.0
0:16:53,1701084060,2023-11-27T11:21:00,2023-11-27T13:21:00,1.003,16.63,34.02,32.52,35.76,31.69,34.98,864.85,860.11,251.649994,38.16,0.9668,508,0,9.776,0.97126,4.07,52364,98,30.0,8.62,4.49,12.82,12.58,15.96,21.66,17.5,27.02,49.16,122.35,63.84,230.47,68.13,277.81,69.01,288.18,69.01,288.18,0.76,0.0,0.3652,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,865.3,36.2,848,875,-379.0,322.8,-410,-343,59.4,173.9,32,83,-16.1,2580946.8,-2642,6370,288.4,1690276.9,-3237,4445,-942.7,2153654.0,-5521,2257,0.0,100.0,0.0,0.0,0.0,0.0,0,0.212503,0.017424,0.067912,0.039364,0.0,30.0
0:17:23,1701084090,2023-11-27T11:21:30,2023-11-27T13:21:30,1.005,17.13,34.07,32.62,35.81,31.69,35.3,864.8,860.2,251.583328,37.89,0.9667,508,0,9.777,0.97126,4.07,52352,98,30.0,4.15,0.35,5.68,0.82,6.77,1.31,7.31,1.59,24.91,10.78,31.33,18.68,32.85,21.58,33.16,22.21,33.16,22.21,0.72,0.0,0.3699,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,863.4,263.8,819,924,-384.9,1845.3,-430,-207,62.8,1336.9,11,168,-7.8,7820653.0,-5390,8750,569.6,14973433.0,-10368,10937,-1587.1,15763692.0,-14472,5888,0.0,100.0,0.0,0.0,0.0,0.0,0,0.210548,0.081455,0.067696,0.038435,0.0,30.0
0:17:53,1701084120,2023-11-27T11:22:00,2023-11-27T13:22:00,1.005,17.63,34.15,32.7,35.9,32.28,35.44,864.79,860.16,252.449997,38.22,0.9663,509,0,9.77,0.96941,4.07,52340,98,30.0,3.14,0.07,4.09,0.15,4.75,0.23,5.07,0.27,19.39,2.38,23.99,3.93,24.92,4.42,25.1,4.53,25.1,4.53,0.69,0.0,0.3723,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,846.6,601.9,772,872,-358.9,480.5,-413,-308,123.2,2149.4,51,284,275.0,7979486.5,-7437,9161,-38.0,19179878.0,-17508,10080,-1286.0,4586528.0,-8645,2371,0.0,100.0,0.0,0.0,0.0,0.0,0,0.20904,0.131707,0.067825,0.038597,0.0,30.0
0:18:23,1701084150,2023-11-27T11:22:30,2023-11-27T13:22:30,1.004,18.14,34.23,32.79,35.96,32.28,35.55,864.86,860.11,252.266663,36.61,0.9664,509,0,9.771,0.97126,4.07,52328,98,30.0,5.65,3.16,7.35,5.27,8.52,7.01,9.09,7.95,34.96,121.72,43.21,185.1,44.87,199.0,45.2,201.86,45.2,201.86,0.71,0.0,0.3752,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,852.8,239.1,828,882,-311.3,235.0,-327,-251,151.4,980.5,99,202,-105.5,1450881.6,-3570,2108,264.6,3595607.2,-7840,3123,-814.2,1495733.1,-3123,3202,0.0,100.0,0.0,0.0,0.0,0.0,0,0.208154,0.131924,0.067973,0.038362,0.0,30.0
0:18:53,1701084180,2023-11-27T11:23:00,2023-11-27T13:23:00,1.004,18.64,34.3,32.88,36.06,32.28,35.32,864.81,860.13,252.233337,35.15,0.9665,509,0,9.772,0.97033,4.07,52316,98,30.0,2.46,0.06,3.17,0.1,3.65,0.14,3.89,0.16,15.29,2.07,18.85,3.2,19.54,3.48,19.67,3.53,19.67,3.53,0.69,0.0,0.3778,0.0,-9999.0,-9999.0,-9999.0,3.0,-9999.0,-9999.0,841.2,42.8,830,857,-310.6,100.4,-336,-289,177.4,99.6,156,197,-54.8,569443.6,-1583,2502,-15.2,4572003.0,-9240,2756,-900.1,1043084.6,-2782,2345,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218486,0.034754,0.076229,0.039246,0.0,30.0
0:19:23,1701084210,2023-11-27T11:23:30,2023-11-27T13:23:30,1.005,19.14,34.37,32.93,36.18,32.28,35.61,864.78,860.01,251.449997,36.87,0.9657,509,0,9.773,0.97149,4.07,52304,98,30.0,2.53,0.03,3.13,0.06,3.52,0.1,3.71,0.12,16.03,0.98,19.52,1.63,20.09,1.84,20.21,1.89,20.21,1.89,0.65,0.0,0.3794,0.0,-9999.0,-9999.0,-9999.0,3.0,-9999.0,-9999.0,854.7,120.9,840,893,-308.1,167.5,-327,-277,161.7,67.3,148,176,-309.9,4952730.5,-8855,7848,158.5,20703380.0,-17587,15960,-1053.5,6076919.0,-9852,8391,0.0,100.0,0.0,0.0,0.0,0.0,0,0.208535,0.085104,0.067916,0.038401,0.0,30.0
0:19:53,1701084240,2023-11-27T11:24:00,2023-11-27T13:24:00,1.005,19.64,34.47,32.96,36.2,32.28,35.59,864.83,860.04,252.300003,38.2,0.965,509,0,9.773,0.97242,4.07,52292,98,30.0,3.12,0.23,3.71,0.28,4.05,0.3,4.23,0.31,20.16,10.52,24.26,14.63,24.79,14.91,24.89,14.96,24.89,14.96,0.63,0.0,0.3812,0.0,-9999.0,-9999.0,-9999.0,3.0,-9999.0,-9999.0,848.8,578.7,729,871,-279.9,1691.3,-351,-107,183.8,2363.4,137,400,650.4,9751930.0,-3806,11751,-228.8,34981512.0,-19215,20230,-625.5,13935892.0,-12451,14113,0.0,100.0,0.0,0.0,0.0,0.0,0,0.20871,0.138645,0.067975,0.038327,0.0,30.0
0:20:23,1701084270,2023-11-27T11:24:30,2023-11-27T13:24:30,1.006,20.15,34.54,32.99,36.33,32.28,35.66,864.78,860.03,253.199997,36.78,0.9651,510,0,9.765,0.9701,4.07,52279,98,30.0,6.18,0.32,7.21,0.44,7.78,0.51,8.06,0.55,40.38,13.63,48.32,19.52,49.23,20.26,49.4,20.4,49.4,20.4,0.63,0.0,0.3839,0.0,-9999.0,-9999.0,-9999.0,3.0,-9999.0,-9999.0,807.3,6137.3,555,885,-288.9,4908.0,-419,-85,228.2,7155.6,133,508,-1512.8,119619952.0,-35490,31272,1467.7,50498944.0,-20545,20606,-3186.1,143739696.0,-47635,37677,0.0,100.0,0.0,0.0,0.0,0.0,0,0.209883,0.191428,0.068862,0.038407,0.0,30.0
0:20:53,1701084300,2023-11-27T11:25:00,2023-11-27T13:25:00,1.006,20.65,34.59,33.02,36.42,32.28,35.91,864.8,859.92,252.25,34.69,0.9653,511,0,9.758,0.96895,4.07,52267,98,30.0,9.52,30.67,11.16,42.92,12.09,51.03,12.54,55.29,62.04,1291.01,74.36,1863.06,75.8,1942.01,76.08,1957.46,76.08,1957.46,0.65,0.0,0.3885,0.0,-9999.0,-9999.0,-9999.0,3.0,-9999.0,-9999.0,817.1,13523.8,396,1032,-256.2,21082.0,-555,272,218.0,16167.7,-25,657,-1032.4,1158681216.0,-76448,76615,3159.3,907919488.0,-66158,89276,-3901.5,362239264.0,-45482,33661,0.0,100.0,0.0,0.0,0.0,0.0,0,0.209892,0.072603,0.067623,0.039443,0.0,30.0
0:21:23,1701084330,2023-11-27T11:25:30,2023-11-27T13:25:30,1.004,21.15,34.6,33.06,36.42,32.28,35.73,864.74,860.02,250.833328,37.22,0.9648,511,0,9.758,0.96987,4.07,52255,98,30.0,25.67,180.46,40.34,551.95,51.52,1020.73,57.02,1309.02,140.7,5098.67,187.23,9272.81,202.37,11153.06,205.5,11577.8,205.5,11577.8,0.87,0.02,0.4015,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,752.2,96010.6,-228,991,-112.7,16668.4,-335,284,43.3,132693.8,-366,699,-2883.9,278881152.0,-51712,60891,-766.5,962571392.0,-106732,75302,-2562.5,109091152.0,-30100,18655,0.0,76.7,0.0,0.0,0.0,23.3,0,0.218767,0.118155,0.076299,0.038459,0.0,30.0
0:21:53,1701084360,2023-11-27T11:26:00,2023-11-27T13:26:00,1.006,21.65,34.63,33.1,36.4,32.28,35.73,864.74,860.02,251.583328,37.08,0.9647,512,0,9.749,0.96848,4.07,52243,98,30.0,11.92,15.99,24.54,64.32,34.66,126.27,39.64,164.33,50.28,304.26,79.44,725.35,92.85,972.77,95.65,1029.04,95.65,1029.04,1.03,0.0,0.4177,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,939.9,955.2,813,984,-227.1,9704.6,-498,-77,-189.2,6303.2,-343,-41,-52.1,15437568.0,-12197,12556,404.2,60676812.0,-18620,20107,-622.7,28572954.0,-11620,17123,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213696,0.162151,0.068105,0.039378,0.0,30.0
0:22:23,1701084390,2023-11-27T11:26:30,2023-11-27T13:26:30,1.003,22.16,34.67,33.12,36.39,32.28,35.98,864.69,859.96,251.416672,36.74,0.9646,512,0,9.75,0.96872,4.07,52231,98,30.0,5.41,0.74,10.72,3.71,14.95,7.76,17.04,10.29,23.95,10.5,36.64,30.76,42.26,44.64,43.43,47.87,43.43,47.87,0.97,0.0,0.4266,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,940.0,150.1,906,955,-239.9,1357.6,-359,-183,-127.5,8822.8,-417,56,708.0,9612641.0,-1531,14315,2913.2,72451824.0,-4427,35245,-1009.3,6013389.5,-10920,5433,0.0,100.0,0.0,0.0,0.0,0.0,0,0.2117,0.043642,0.067995,0.039286,0.0,30.0
0:22:53,1701084420,2023-11-27T11:27:00,2023-11-27T13:27:00,1.004,22.66,34.74,33.17,36.44,32.28,35.79,864.69,859.9,250.53334,36.98,0.9642,512,0,9.75,0.96918,4.07,52219,98,30.0,4.84,0.32,8.85,0.7,12.02,1.09,13.57,1.3,23.28,10.56,33.67,17.7,37.89,20.09,38.77,20.6,38.77,20.6,0.91,0.0,0.4315,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,935.4,63.2,912,952,-243.9,805.2,-342,-211,-25.7,2113.8,-136,57,-524.5,318028.4,-2143,533,970.6,17387408.0,-5967,12118,-1278.0,1092995.1,-4235,682,0.0,100.0,0.0,0.0,0.0,0.0,0,0.209903,0.09531,0.06795,0.038367,0.0,30.0
0:23:23,1701084450,2023-11-27T11:27:30,2023-11-27T13:27:30,1.005,23.16,34.81,33.23,36.53,32.86,35.91,864.71,859.91,251.383331,37.12,0.9639,512,0,9.751,0.96895,4.07,52207,98,30.0,7.58,3.08,13.29,9.34,17.75,16.59,19.94,20.91,38.03,78.54,53.56,154.46,59.53,190.11,60.78,197.99,60.78,197.99,0.88,0.0,0.4371,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,917.6,1452.6,829,956,-52.1,31018.7,-248,273,66.4,10131.0,-38,267,-2072.2,42310084.0,-35271,2546,1115.3,22967722.0,-8933,14122,-1185.2,21097110.0,-12757,12477,0.0,100.0,0.0,0.0,0.0,0.0,0,0.210098,0.153441,0.067964,0.039327,0.0,30.0
0:23:53,1701084480,2023-11-27T11:28:00,2023-11-27T13:28:00,1.006,23.66,34.87,33.28,36.58,32.86,36.19,864.73,859.88,251.300003,36.74,0.9637,513,0,9.743,0.96779,4.07,52195,98,30.0,24.03,281.15,46.31,1229.31,64.03,2480.63,72.73,3255.76,109.61,4886.66,164.29,12375.71,187.84,17041.99,192.75,18113.88,192.75,18113.88,0.97,0.01,0.452,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,941.9,807.0,847,987,-77.7,9717.0,-232,127,-84.4,35333.8,-540,179,1747.3,63163548.0,-12232,39182,-121.1,76344984.0,-24500,20457,8.0,18510616.0,-6860,14542,0.0,100.0,0.0,0.0,0.0,0.0,0,0.251565,0.199677,0.109201,0.038354,0.0,30.0
0:24:23,1701084510,2023-11-27T11:28:30,2023-11-27T13:28:30,1.005,24.16,34.95,33.36,36.69,32.86,36.19,864.65,859.87,250.916672,36.45,0.9635,513,0,9.745,0.96872,4.07,52183,98,30.0,18.75,38.8,43.51,173.52,63.59,352.27,73.46,463.16,66.44,651.56,118.7,1690.73,145.17,2349.04,150.71,2500.56,150.71,2500.56,1.16,0.0,0.4746,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,962.3,144.2,934,978,-89.6,3874.4,-180,189,-56.3,5036.3,-205,66,794.3,35826316.0,-5661,30205,-321.5,19829848.0,-12810,5906,-1504.8,10371704.0,-16598,3325,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221238,0.087815,0.07559,0.038432,0.0,30.0
0:24:53,1701084540,2023-11-27T11:29:00,2023-11-27T13:29:00,1.005,24.67,35.02,33.4,36.76,32.86,36.29,864.65,859.73,251.733337,37.07,0.963,513,0,9.746,0.96779,4.07,52171,98,30.0,16.51,96.52,37.45,484.29,54.41,1014.84,62.74,1346.79,60.7,1358.83,105.6,3994.93,127.96,5806.73,132.65,6228.82,132.65,6228.82,1.09,0.0,0.4949,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,960.4,87.2,943,978,-41.6,10358.7,-149,151,-37.5,3146.6,-170,72,-1219.9,44196880.0,-35936,7437,860.9,11187886.0,-3780,14735,-235.8,5352985.0,-6527,5495,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220441,0.133807,0.075724,0.039302,0.0,30.0
0:25:23,1701084570,2023-11-27T11:29:30,2023-11-27T13:29:30,1.005,25.17,35.11,33.47,36.81,32.86,36.39,864.62,859.74,252.016663,36.55,0.9628,513,0,9.748,0.96941,4.07,52159,98,30.0,10.67,15.59,23.47,86.43,33.81,186.05,38.89,248.85,41.12,186.6,69.18,616.32,82.84,932.8,85.69,1007.42,85.69,1007.42,1.04,0.0,0.5102,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,960.7,134.6,939,983,-110.5,1257.0,-154,-51,-55.2,8666.8,-235,60,290.2,4886313.0,-4558,9721,445.6,13001058.0,-6571,11331,-1570.7,5477110.0,-8942,1312,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221743,0.186222,0.075771,0.039372,0.0,30.0
0:25:53,1701084600,2023-11-27T11:30:00,2023-11-27T13:30:00,1.006,25.67,35.18,33.55,36.94,32.86,36.45,864.56,859.7,251.766663,36.56,0.9625,514,0,9.738,0.96756,4.07,52147,98,30.0,7.64,0.31,14.85,1.34,20.6,2.95,23.42,4.0,34.48,9.31,52.03,15.66,59.67,19.18,61.26,20.07,61.26,20.07,0.94,0.0,0.5199,0.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,960.8,51.4,947,973,-81.8,2438.3,-145,120,-19.9,529.2,-56,43,50.5,789385.7,-1811,2458,911.4,12161593.0,-4838,13982,-963.3,9887749.0,-9502,11970,0.0,100.0,0.0,0.0,0.0,0.0,0,0.228244,0.076246,0.084078,0.039347,0.0,30.0
