(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
12:45:39,1696972680,2023-10-10T21:18:00,2023-10-10T23:18:00,1.005,765.88,33.52,39.62,34.92,44.0,35.78,865.45,873.11,112.966667,35.6,0.9839,716,0,8.934,0.99255,4.07,42014,74,30.0,28.38,0.05,30.07,0.06,30.12,0.07,30.15,0.08,194.11,2.35,225.8,3.21,226.47,3.24,226.56,3.26,226.56,3.26,0.56,0.0,37.5328,0.0,-1.969701,30.758612,1369.1,12.0,0.063736,0.7,990.6,0.5,989,992,44.1,0.7,42,45,-205.3,0.7,-207,-203,1489.5,4427.0,1356,1645,324.6,1620.0,218,420,-3155.5,436.0,-3193,-3097,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21983,0.174307,0.076024,0.038404,0.0,30.0
12:46:09,1696972710,2023-10-10T21:18:30,2023-10-10T23:18:30,1.008,766.38,33.61,40.5,34.99,45.17,35.64,865.59,874.21,112.666664,35.36,0.9849,717,0,8.942,0.99316,4.08,42080,74,30.0,27.59,0.02,29.27,0.02,29.35,0.03,29.38,0.03,188.66,0.76,219.52,1.05,220.21,1.08,220.3,1.05,220.3,1.05,0.57,0.0,37.5478,0.0,-1.969699,30.758612,1366.8,12.0,0.02313,0.7,990.8,1.1,988,993,43.9,0.9,42,46,-204.7,0.8,-207,-203,1488.3,3044.5,1356,1583,309.9,1592.6,245,411,-3178.7,259.0,-3211,-3158,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220039,0.064117,0.075939,0.039484,0.0,30.0
12:46:39,1696972740,2023-10-10T21:19:00,2023-10-10T23:19:00,1.012,766.89,33.75,41.25,35.08,45.75,35.91,865.44,875.06,113.683334,35.22,0.9854,719,0,8.943,0.99459,4.08,42146,74,30.0,28.11,0.66,29.91,0.86,30.06,0.99,30.13,1.05,191.98,28.59,223.54,40.32,224.33,41.57,224.45,41.79,224.45,41.79,0.59,0.0,37.5627,0.0,-1.969701,30.758612,1363.3,12.0,0.032896,0.8,990.7,0.7,989,992,43.7,0.6,42,45,-203.3,1.1,-205,-201,1473.2,3970.2,1391,1583,315.5,1289.0,236,385,-3204.8,323.0,-3228,-3158,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220081,0.107686,0.075832,0.039422,0.0,30.0
12:47:09,1696972770,2023-10-10T21:19:30,2023-10-10T23:19:30,1.01,767.39,33.86,41.88,35.16,46.34,36.02,865.52,875.7,114.716667,34.95,0.9858,720,0,8.949,0.99398,4.08,42213,74,30.0,29.41,0.23,31.33,0.39,31.53,0.53,31.63,0.61,200.71,8.6,233.79,13.16,234.67,14.2,234.8,14.39,234.8,14.39,0.57,0.0,37.5781,0.0,-1.9697,30.758591,1358.4,11.0,0.148546,0.8,990.8,0.4,989,993,44.0,1.0,42,46,-202.2,1.1,-204,-200,1472.2,3800.0,1356,1583,305.9,1972.4,218,385,-3225.9,265.0,-3255,-3185,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220152,0.164425,0.075703,0.039425,0.0,30.0
12:47:39,1696972800,2023-10-10T21:20:00,2023-10-10T23:20:00,1.011,767.89,33.97,42.47,35.28,46.93,36.19,865.46,876.44,114.333336,35.93,0.986,722,0,8.949,0.99439,4.08,42278,75,30.0,28.93,0.2,30.68,0.23,30.76,0.24,30.8,0.24,197.83,9.09,230.18,12.38,230.89,12.52,230.99,12.54,230.99,12.54,0.58,0.0,37.5938,0.0,-1.9697,30.758591,1358.4,11.0,0.093034,0.8,990.6,0.5,989,992,43.8,0.6,43,46,-200.8,1.0,-203,-198,1474.4,4908.5,1286,1601,311.4,1595.2,227,402,-3241.5,291.0,-3272,-3202,0.0,100.0,0.0,0.0,0.0,0.0,0,0.227802,0.152683,0.084024,0.038573,0.0,30.0
12:48:09,1696972830,2023-10-10T21:20:30,2023-10-10T23:20:30,1.01,768.4,34.08,42.97,35.4,47.51,36.17,865.38,876.98,114.216667,34.59,0.9865,723,0,8.95,0.99765,4.08,42344,75,30.0,27.63,0.16,29.37,0.19,29.51,0.19,29.57,0.19,188.69,7.66,219.69,10.39,220.44,10.46,220.55,10.47,220.55,10.47,0.58,0.0,37.6089,0.0,-1.96971,30.758575,1358.7,12.0,0.039578,0.8,990.7,0.9,988,993,44.1,0.5,43,46,-200.3,1.6,-204,-199,1490.9,3020.0,1382,1636,324.3,1467.5,227,402,-3250.9,231.0,-3281,-3220,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219643,0.042127,0.075835,0.039368,0.0,30.0
12:48:39,1696972860,2023-10-10T21:21:00,2023-10-10T23:21:00,1.009,768.9,34.19,43.43,35.49,47.51,36.14,865.37,877.45,115.449997,34.39,0.9867,724,0,8.953,0.99703,4.08,42410,75,30.0,28.59,0.08,30.35,0.13,30.45,0.17,30.5,0.19,195.44,3.04,227.45,4.54,228.18,4.82,228.29,4.88,228.29,4.88,0.57,0.0,37.624,0.0,-1.969724,30.758575,1357.4,12.0,0.243636,0.8,991.0,0.9,989,994,44.0,0.7,43,46,-199.0,1.3,-202,-197,1474.6,2682.0,1391,1575,312.4,1402.0,218,385,-3268.6,247.0,-3298,-3228,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21989,0.095244,0.075789,0.039484,0.0,30.0
12:49:09,1696972890,2023-10-10T21:21:30,2023-10-10T23:21:30,1.011,769.41,34.33,43.86,35.56,48.1,37.21,865.33,877.95,114.116669,33.57,0.9869,726,0,8.947,0.99724,4.09,42475,75,30.0,27.08,0.14,28.65,0.14,28.67,0.13,28.68,0.13,185.34,6.69,215.53,8.86,216.12,8.82,216.2,8.81,216.2,8.81,0.57,0.0,37.6389,0.0,-1.969724,30.758575,1357.4,12.0,0.035466,0.8,991.1,0.9,989,993,44.0,0.5,43,45,-198.7,2.2,-202,-196,1480.1,3539.8,1356,1610,318.8,1698.5,236,385,-3278.2,200.0,-3307,-3255,0.0,100.0,0.0,0.0,0.0,0.0,0,0.22007,0.135826,0.07578,0.039464,0.0,30.0
12:49:39,1696972920,2023-10-10T21:22:00,2023-10-10T23:22:00,1.008,769.91,34.44,44.17,35.72,48.68,36.28,865.5,878.25,114.533333,33.83,0.9868,727,0,8.946,0.99683,4.09,42540,75,30.0,27.64,0.11,29.28,0.11,29.32,0.1,29.34,0.1,189.08,5.51,219.93,7.23,220.57,7.15,220.66,7.13,220.66,7.13,0.57,0.0,37.6535,0.0,-1.969707,30.7586,1363.3,12.0,0.432788,0.8,991.0,0.5,990,993,43.6,0.8,41,45,-197.6,2.0,-200,-195,1462.6,5270.0,1356,1610,310.3,1280.8,210,385,-3283.4,330.0,-3333,-3255,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220243,0.0247,0.075775,0.039442,0.0,30.0
12:50:09,1696972950,2023-10-10T21:22:30,2023-10-10T23:22:30,1.009,770.42,34.54,44.53,35.81,48.68,36.62,865.65,878.54,115.116669,33.73,0.9868,728,0,8.946,0.99439,4.09,42605,75,30.0,27.58,0.09,29.19,0.1,29.21,0.1,29.22,0.1,188.77,4.03,219.53,5.47,220.14,5.5,220.21,5.51,220.21,5.51,0.56,0.0,37.6682,0.0,-1.969707,30.7586,1363.3,12.0,0.024158,0.8,990.9,0.3,989,993,43.8,0.9,42,46,-197.7,2.3,-201,-195,1473.8,4809.2,1321,1653,318.1,1697.5,253,411,-3292.0,297.0,-3325,-3263,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220486,0.070546,0.075822,0.039425,0.0,30.0
12:50:39,1696972980,2023-10-10T21:23:00,2023-10-10T23:23:00,1.011,770.92,34.66,44.82,35.96,48.68,36.98,865.43,878.86,115.116669,33.54,0.9867,730,0,8.941,0.99418,4.09,42670,75,30.0,27.51,0.05,29.17,0.04,29.24,0.04,29.27,0.04,188.16,2.26,218.91,2.95,219.58,2.93,219.67,2.9,219.67,2.9,0.57,0.0,37.683,0.0,-1.969691,30.758612,1360.1,12.0,0.139294,0.7,990.9,0.8,989,993,43.5,0.7,42,45,-197.3,1.9,-200,-194,1493.2,6264.8,1321,1636,334.6,1742.6,236,428,-3294.0,314.0,-3342,-3263,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219778,0.151471,0.07686,0.03851,0.0,30.0
12:51:09,1696973010,2023-10-10T21:23:30,2023-10-10T23:23:30,1.009,771.43,34.75,45.05,36.03,49.27,37.12,865.4,879.02,115.633331,33.32,0.9867,731,0,8.938,0.99561,4.09,42735,76,30.0,27.63,0.04,29.22,0.04,29.22,0.04,29.23,0.04,189.14,1.72,219.93,2.3,220.52,2.32,220.59,2.32,220.59,2.32,0.55,0.0,37.6977,0.0,-1.969706,30.758604,1357.2,12.0,0.043176,0.8,990.7,0.3,989,992,43.6,0.8,42,46,-196.8,1.9,-199,-193,1460.0,5199.5,1268,1601,311.7,1613.4,201,385,-3311.8,216.0,-3342,-3272,0.0,100.0,0.0,0.0,0.0,0.0,0,0.227154,0.185554,0.08401,0.038527,0.0,30.0
12:51:39,1696973040,2023-10-10T21:24:00,2023-10-10T23:24:00,1.009,771.93,34.85,45.23,36.14,49.27,37.18,865.56,879.14,115.316666,33.14,0.9865,732,0,8.936,0.99642,4.09,42800,76,30.0,28.16,0.11,29.78,0.12,29.78,0.12,29.78,0.12,192.78,5.11,224.14,6.89,224.74,6.89,224.82,6.92,224.82,6.92,0.54,0.0,37.7126,0.0,-1.969706,30.758604,1357.2,12.0,0.091492,0.8,990.9,0.2,989,992,43.5,0.8,41,45,-196.7,1.7,-199,-194,1477.2,3613.5,1356,1618,317.8,1188.9,253,402,-3312.5,284.0,-3351,-3290,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220115,0.054343,0.075817,0.039469,0.0,30.0
12:52:09,1696973070,2023-10-10T21:24:30,2023-10-10T23:24:30,1.009,772.44,34.94,45.47,36.22,49.27,37.66,865.36,879.36,115.949997,33.02,0.9864,733,0,8.936,0.99459,4.1,42864,76,30.0,28.61,0.16,30.26,0.18,30.26,0.18,30.26,0.18,195.88,7.62,227.76,10.29,228.36,10.35,228.44,10.35,228.44,10.35,0.55,0.0,37.7277,0.0,-1.969712,30.758638,1363.8,12.0,0.27242,0.7,990.8,0.6,989,992,43.5,0.7,42,46,-196.4,2.3,-199,-193,1489.2,4415.5,1347,1592,310.5,1072.6,253,385,-3318.8,335.0,-3351,-3281,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220179,0.130858,0.07578,0.039386,0.0,30.0
12:52:39,1696973100,2023-10-10T21:25:00,2023-10-10T23:25:00,1.01,772.94,35.05,45.62,36.34,49.86,37.46,865.45,879.43,115.566666,32.87,0.9861,735,0,8.931,0.99479,4.1,42929,76,30.0,27.0,0.2,28.55,0.22,28.55,0.22,28.55,0.22,184.82,9.37,214.89,12.68,215.47,12.74,215.54,12.76,215.54,12.76,0.54,0.0,37.7425,0.0,-1.969718,30.758614,1361.8,12.0,0.400406,0.7,990.9,0.6,989,993,43.4,0.6,42,45,-196.3,2.5,-200,-194,1462.0,2514.0,1312,1540,325.1,1428.1,236,411,-3322.5,322.0,-3351,-3281,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220493,0.347774,0.075745,0.039531,0.0,30.0
12:53:09,1696973130,2023-10-10T21:25:30,2023-10-10T23:25:30,1.011,773.44,35.11,45.78,36.45,49.86,38.32,865.34,879.57,114.75,32.22,0.9862,737,0,8.923,0.99316,4.1,42993,76,30.0,26.55,0.04,28.07,0.04,28.07,0.04,28.07,0.04,181.74,1.65,211.31,2.23,211.87,2.24,211.95,2.25,211.95,2.25,0.54,0.0,37.7568,0.0,-1.969718,30.758614,1361.8,12.0,0.062708,0.7,990.9,1.0,988,993,43.7,0.6,42,45,-196.5,2.8,-200,-194,1452.1,4439.8,1321,1540,310.5,1172.9,253,393,-3323.7,212.0,-3351,-3298,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219626,0.042006,0.075768,0.039439,0.0,30.0
12:53:39,1696973160,2023-10-10T21:26:00,2023-10-10T23:26:00,1.008,773.95,35.21,45.95,36.5,49.86,38.07,865.35,879.64,115.383331,32.44,0.9859,738,0,8.92,0.99276,4.1,43057,76,30.0,26.6,0.13,28.13,0.15,28.13,0.15,28.14,0.15,182.09,6.09,211.73,8.23,212.29,8.29,212.37,8.29,212.37,8.29,0.55,0.0,37.7709,0.0,-1.969718,30.758614,1361.8,12.0,0.372136,0.7,991.1,0.8,989,993,43.5,1.0,41,46,-196.5,3.7,-200,-193,1458.5,4794.8,1356,1627,317.8,1709.7,236,402,-3321.4,403.0,-3360,-3281,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219015,0.092517,0.075799,0.038592,0.0,30.0
12:54:09,1696973190,2023-10-10T21:26:30,2023-10-10T23:26:30,1.008,774.45,35.29,46.06,36.59,49.86,37.46,865.5,879.68,114.633331,32.29,0.9857,739,0,8.918,0.99377,4.1,43121,77,30.0,26.92,0.07,28.5,0.1,28.54,0.12,28.56,0.13,184.15,3.2,214.19,4.55,214.81,4.72,214.89,4.75,214.89,4.75,0.57,0.0,37.7852,0.0,-1.969742,30.75849,1340.5,12.0,0.093034,0.8,991.0,0.8,990,994,43.4,0.8,42,45,-197.4,1.4,-200,-195,1473.1,4554.5,1312,1566,318.8,1837.9,245,411,-3321.4,152.0,-3342,-3298,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219963,0.151748,0.075678,0.039446,0.0,30.0
12:54:39,1696973220,2023-10-10T21:27:00,2023-10-10T23:27:00,1.006,774.95,35.37,46.17,36.68,49.86,37.84,865.48,879.75,115.133331,31.96,0.9855,740,0,8.913,0.99153,4.1,43186,77,30.0,26.77,0.17,28.47,0.16,28.6,0.14,28.66,0.13,182.88,8.72,212.92,11.3,213.65,11.07,213.76,11.03,213.76,11.03,0.58,0.0,37.7995,0.0,-1.969723,30.758545,1352.2,12.0,0.094062,0.8,990.9,0.3,990,992,43.6,0.6,42,45,-197.4,3.6,-201,-193,1460.0,5758.5,1312,1636,312.6,2674.8,236,446,-3342.3,482.0,-3386,-3290,0.0,100.0,0.0,0.0,0.0,0.0,0,0.228522,0.046608,0.084023,0.039503,0.0,30.0
12:55:09,1696973250,2023-10-10T21:27:30,2023-10-10T23:27:30,1.007,775.46,35.45,46.32,36.72,49.86,38.1,865.54,879.79,114.916664,32.03,0.9853,741,0,8.911,0.99398,4.1,43250,77,30.0,27.44,0.53,29.17,0.7,29.29,0.81,29.35,0.87,187.47,23.0,218.24,32.51,218.98,33.5,219.09,33.68,219.09,33.68,0.56,0.0,37.814,0.0,-1.969717,30.758574,1353.6,12.0,0.057568,0.8,991.1,0.8,990,993,43.7,1.0,42,45,-197.7,2.5,-200,-195,1501.1,5237.8,1400,1680,328.9,2635.8,227,446,-3337.2,211.0,-3360,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219494,0.053707,0.075835,0.038444,0.0,30.0
12:55:39,1696973280,2023-10-10T21:28:00,2023-10-10T23:28:00,1.007,775.96,35.51,46.38,36.82,50.44,38.46,865.36,879.79,114.533333,31.94,0.9851,742,0,8.908,0.99357,4.1,43314,77,30.0,26.37,0.35,27.89,0.39,27.89,0.39,27.89,0.39,180.53,16.27,209.91,22.0,210.47,22.14,210.54,22.14,210.54,22.14,0.53,0.0,37.8284,0.0,-1.969725,30.758583,1352.2,12.0,0.042662,0.8,991.0,0.7,989,993,43.8,0.6,42,45,-197.2,2.0,-200,-194,1509.0,4713.0,1400,1706,321.6,1445.5,245,393,-3342.4,326.0,-3395,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219605,0.086779,0.075811,0.039375,0.0,30.0
12:56:09,1696973310,2023-10-10T21:28:30,2023-10-10T23:28:30,1.008,776.46,35.58,46.5,36.9,50.44,38.02,865.46,879.83,114.300003,31.73,0.9849,743,0,8.904,0.99276,4.11,43377,77,30.0,26.75,0.56,28.29,0.63,28.3,0.65,28.3,0.65,183.07,25.95,212.87,35.23,213.45,35.52,213.52,35.55,213.52,35.55,0.55,0.0,37.8425,0.0,-1.969725,30.758583,1352.2,12.0,0.069904,0.8,991.0,0.2,990,992,44.0,0.6,43,46,-197.3,2.0,-200,-195,1487.6,2808.0,1382,1592,318.4,2454.2,253,455,-3345.3,344.0,-3377,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219875,0.128586,0.075823,0.039422,0.0,30.0
12:56:39,1696973340,2023-10-10T21:29:00,2023-10-10T23:29:00,1.006,776.97,35.66,46.59,36.99,50.44,37.9,865.33,879.87,114.800003,31.69,0.9847,744,0,8.9,0.98971,4.11,43441,77,30.0,27.11,0.07,28.7,0.09,28.73,0.11,28.74,0.11,185.54,3.23,215.78,4.54,216.39,4.65,216.47,4.68,216.47,4.68,0.56,0.0,37.8569,0.0,-1.969713,30.758678,1380.0,12.0,0.070418,0.7,991.0,0.4,989,993,43.6,0.8,42,46,-197.5,4.1,-200,-193,1483.0,3502.0,1373,1575,324.5,1872.1,236,463,-3343.6,268.0,-3368,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221031,0.029907,0.076754,0.038472,0.0,30.0
12:57:09,1696973370,2023-10-10T21:29:30,2023-10-10T23:29:30,1.007,777.47,35.73,46.63,37.03,50.44,38.31,865.38,879.76,114.033333,31.52,0.9844,745,0,8.899,0.99235,4.11,43505,77,30.0,27.63,0.08,29.22,0.09,29.22,0.09,29.22,0.09,189.17,3.79,219.96,5.12,220.54,5.16,220.62,5.16,220.62,5.16,0.53,0.0,37.8715,0.0,-1.969713,30.758678,1380.0,12.0,0.045232,0.7,991.0,0.8,989,993,43.5,0.8,42,45,-197.0,3.2,-201,-194,1469.4,6712.8,1216,1601,318.4,1477.2,218,393,-3335.6,221.0,-3368,-3298,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219324,0.063827,0.075791,0.039525,0.0,30.0
12:57:39,1696973400,2023-10-10T21:30:00,2023-10-10T23:30:00,1.006,777.97,35.78,46.73,37.1,50.44,38.3,865.37,879.83,115.150002,31.38,0.9843,746,0,8.896,0.99092,4.11,43568,78,30.0,27.46,0.06,29.04,0.06,29.04,0.06,29.04,0.06,188.0,2.66,218.59,3.59,219.17,3.62,219.25,3.62,219.25,3.62,0.53,0.0,37.8861,0.0,-1.969741,30.758652,1374.1,12.0,0.050372,0.8,991.0,0.5,989,993,43.8,0.7,42,45,-197.1,4.7,-201,-193,1483.4,3078.2,1400,1583,321.9,2230.1,218,428,-3346.2,271.0,-3377,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219363,0.132375,0.07564,0.038507,0.0,30.0
12:58:09,1696973430,2023-10-10T21:30:30,2023-10-10T23:30:30,1.005,778.48,35.82,46.72,37.14,50.44,38.59,865.15,879.86,114.666664,31.32,0.9842,747,0,8.89,0.99255,4.11,43632,78,30.0,28.09,0.13,29.7,0.14,29.7,0.14,29.7,0.14,192.29,6.06,223.58,8.19,224.18,8.25,224.25,8.25,224.25,8.25,0.54,0.0,37.9009,0.0,-1.969743,30.758648,1367.5,12.0,0.063736,0.8,991.2,0.9,988,993,43.8,1.0,42,46,-196.9,3.0,-200,-193,1489.2,4618.5,1321,1610,319.1,1582.3,227,385,-3343.9,525.0,-3386,-3290,0.0,100.0,0.0,0.0,0.0,0.0,0,0.227929,0.180616,0.084035,0.039465,0.0,30.0
12:58:39,1696973460,2023-10-10T21:31:00,2023-10-10T23:31:00,1.007,778.98,35.87,46.75,37.17,50.44,38.26,865.09,879.75,114.633331,31.3,0.9839,748,0,8.885,0.98909,4.11,43695,78,30.0,26.61,0.16,28.18,0.15,28.21,0.12,28.23,0.11,182.09,8.22,211.79,10.58,212.39,10.35,212.47,10.29,212.47,10.29,0.56,0.0,37.9154,0.0,-1.969727,30.75865,1357.2,12.0,0.191722,0.8,991.1,0.8,989,993,43.5,0.8,42,45,-196.7,2.8,-200,-194,1494.7,4317.8,1330,1645,321.4,1524.7,253,428,-3335.7,265.0,-3360,-3298,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219881,0.054278,0.075779,0.038499,0.0,30.0
12:59:09,1696973490,2023-10-10T21:31:30,2023-10-10T23:31:30,1.006,779.48,35.9,46.8,37.22,50.44,38.3,865.38,879.69,114.150002,31.35,0.9837,749,0,8.882,0.9895,4.11,43758,78,30.0,26.09,0.04,27.63,0.06,27.66,0.08,27.68,0.08,178.46,1.86,207.58,2.68,208.18,2.78,208.26,2.81,208.26,2.81,0.56,0.0,37.9295,0.0,-1.969727,30.758629,1363.5,12.0,0.070932,0.8,991.0,0.2,989,992,43.7,1.1,42,46,-196.6,2.4,-199,-194,1471.9,3713.5,1321,1592,336.8,1037.7,280,420,-3331.3,408.0,-3386,-3298,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219173,0.117987,0.075822,0.038544,0.0,30.0
12:59:39,1696973520,2023-10-10T21:32:00,2023-10-10T23:32:00,1.005,779.98,35.96,46.83,37.29,50.44,38.39,865.38,879.71,114.0,31.1,0.9836,749,0,8.882,0.98848,4.12,43821,78,30.0,26.84,0.35,28.4,0.38,28.41,0.37,28.42,0.37,183.72,16.36,213.64,22.01,214.22,22.05,214.3,22.05,214.3,22.05,0.56,0.0,37.9435,0.0,-1.969728,30.758615,1358.8,12.0,0.22102,0.8,991.1,0.4,989,993,43.6,0.8,42,45,-196.5,3.7,-200,-192,1463.6,4764.2,1312,1645,314.6,1892.1,218,411,-3343.0,337.0,-3377,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219223,0.168224,0.07574,0.038467,0.0,30.0
13:00:09,1696973550,2023-10-10T21:32:30,2023-10-10T23:32:30,1.005,780.49,35.97,46.87,37.31,50.44,39.11,865.21,879.76,114.366669,31.07,0.9836,749,0,8.881,0.9895,4.12,43885,78,30.0,26.34,0.09,27.86,0.11,27.87,0.11,27.87,0.11,180.31,4.21,209.67,5.77,210.23,5.84,210.31,5.84,210.31,5.84,0.56,0.0,37.9577,0.0,-1.969712,30.758635,1364.7,12.0,0.408116,0.7,991.0,0.9,989,993,43.3,0.9,41,45,-196.5,2.2,-199,-194,1482.2,4017.8,1347,1601,335.4,1380.2,253,420,-3339.8,395.0,-3386,-3307,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21946,0.05136,0.075793,0.039443,0.0,30.0
13:00:39,1696973580,2023-10-10T21:33:00,2023-10-10T23:33:00,1.006,780.99,36.01,46.89,37.38,50.44,38.74,865.6,879.73,113.550003,30.91,0.9835,750,0,8.877,0.98747,4.12,43948,78,30.0,25.73,0.24,27.25,0.29,27.28,0.3,27.29,0.31,176.08,11.18,204.79,15.29,205.38,15.47,205.45,15.51,205.45,15.51,0.57,0.0,37.9715,0.0,-1.969712,30.758619,1367.9,12.0,0.108454,0.8,991.1,0.6,990,993,43.6,0.8,42,46,-196.7,3.4,-200,-193,1461.7,4243.2,1303,1575,321.9,1116.0,253,385,-3341.4,407.0,-3386,-3316,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218731,0.107865,0.075839,0.038474,0.0,30.0
13:01:09,1696973610,2023-10-10T21:33:30,2023-10-10T23:33:30,1.006,781.49,36.01,46.92,37.37,50.44,38.5,865.23,879.76,113.783333,31.02,0.9835,751,0,8.874,0.98625,4.12,44011,79,30.0,25.52,0.4,27.08,0.46,27.15,0.48,27.19,0.49,174.5,18.45,203.06,25.13,203.69,25.39,203.78,25.43,203.78,25.43,0.58,0.0,37.9852,0.0,-1.969714,30.758631,1373.8,12.0,0.606006,0.8,991.2,0.4,989,993,43.6,0.8,42,46,-196.5,3.3,-200,-194,1478.4,3789.8,1347,1627,317.6,2187.0,210,420,-3337.8,285.0,-3386,-3316,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219756,0.154447,0.075658,0.039485,0.0,30.0
13:01:39,1696973640,2023-10-10T21:34:00,2023-10-10T23:34:00,1.004,781.99,36.03,46.94,37.37,50.44,38.46,865.28,879.73,113.0,31.0,0.9834,751,0,8.876,0.9893,4.12,44073,79,30.0,26.91,0.46,28.47,0.52,28.49,0.53,28.49,0.53,184.14,21.71,214.14,29.42,214.73,29.6,214.81,29.64,214.81,29.64,0.56,0.0,37.9991,0.0,-1.969714,30.758631,1373.8,12.0,0.599838,0.8,991.2,0.6,989,993,43.5,0.9,42,46,-197.1,2.9,-199,-192,1476.7,3593.5,1338,1592,323.0,2326.3,236,428,-3326.7,302.0,-3377,-3290,0.0,100.0,0.0,0.0,0.0,0.0,0,0.260287,0.020853,0.116941,0.038528,0.0,30.0
13:02:09,1696973670,2023-10-10T21:34:30,2023-10-10T23:34:30,1.004,782.5,36.05,47.01,37.4,50.44,38.49,865.3,879.8,113.866669,30.92,0.9834,751,0,8.875,0.98971,4.12,44136,79,30.0,25.94,0.12,27.44,0.14,27.45,0.14,27.46,0.14,177.54,5.47,206.45,7.43,207.02,7.52,207.09,7.53,207.09,7.53,0.56,0.0,38.0131,0.0,-1.96971,30.758625,1377.0,12.0,0.475964,0.7,991.2,0.6,989,993,43.6,0.8,42,45,-196.5,3.0,-199,-192,1479.5,5931.8,1286,1627,311.5,1112.0,253,402,-3331.3,299.0,-3368,-3298,0.0,100.0,0.0,0.0,0.0,0.0,0,0.220114,0.104191,0.075687,0.0394,0.0,30.0
