(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
14:01:23,1669686720,2022-11-29T01:52:00,2022-11-29T03:52:00,0.997,839.88,29.52,29.47,31.44,29.93,32.28,861.2,859.3,125.783333,41.85,0.9815,642,0,8.837,0.97874,4.16,53096,100,30,11.07,0.11,11.7,0.12,11.7,0.12,11.7,0.12,75.71,4.98,88.08,6.74,88.32,6.77,88.36,6.78,88.36,6.78,0.5,0.0,71.6213,0,-1.981008,30.747005,1374.9,12,0.414798,0.9,1001.4,0.1,1001,1002,-43.3,0.8,-45,-42,-58.2,74.3,-69,-44,390.5,1214.0,332,472,345.5,1545.6,271,411,-884.5,150.8,-910,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215159,0.156215,0.073935,0.038161,0.0,30.0
14:01:53,1669686750,2022-11-29T01:52:30,2022-11-29T03:52:30,0.996,840.38,29.52,29.42,31.42,29.93,32.17,861.2,859.17,126.550003,41.95,0.9814,642,0,8.839,0.97817,4.21,53099,100,30,11.15,0.02,11.8,0.03,11.8,0.03,11.8,0.03,76.31,1.05,88.77,1.42,89.02,1.43,89.05,1.43,89.05,1.43,0.51,0.0,71.6271,0,-1.981015,30.747078,1377.4,12,0.170134,0.9,1001.4,-0.1,1001,1002,-43.1,0.6,-44,-42,-58.0,72.1,-70,-45,377.7,2573.8,280,498,342.6,1008.2,280,420,-883.5,176.6,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214387,0.039509,0.073975,0.038119,0.0,30.0
14:02:23,1669686780,2022-11-29T01:53:00,2022-11-29T03:53:00,0.995,840.88,29.52,29.46,31.43,29.93,32.46,861.17,859.22,125.949997,41.79,0.9814,642,0,8.841,0.97893,4.21,53103,100,30,10.9,0.01,11.53,0.01,11.53,0.01,11.53,0.01,74.57,0.62,86.74,0.84,86.99,0.84,87.02,0.84,87.02,0.84,0.52,0.0,71.6329,0,-1.981034,30.747137,1379.2,12,0.189666,0.9,1001.4,-0.1,1001,1002,-43.1,0.8,-45,-42,-58.0,69.6,-69,-44,377.6,2610.2,280,472,346.4,865.8,288,411,-882.8,224.6,-910,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214596,0.099968,0.073963,0.03812,0.0,30.0
14:02:53,1669686810,2022-11-29T01:53:30,2022-11-29T03:53:30,0.997,841.38,29.52,29.49,31.42,29.93,32.22,861.17,859.37,125.650002,41.77,0.9816,642,0,8.837,0.97855,4.16,53099,100,30,10.74,0.06,11.36,0.06,11.36,0.06,11.36,0.06,73.5,2.63,85.5,3.56,85.74,3.57,85.77,3.58,85.77,3.58,0.53,0.0,71.6386,0,-1.981024,30.747055,1368.3,12,0.687732,0.9,1001.3,0.2,1000,1002,-43.3,0.7,-45,-42,-57.6,73.4,-69,-44,378.8,2566.9,288,463,347.6,858.4,297,411,-879.8,365.4,-927,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214844,0.162624,0.07408,0.038082,0.0,30.0
14:03:23,1669686840,2022-11-29T01:54:00,2022-11-29T03:54:00,0.995,841.88,29.52,29.42,31.42,29.93,32.36,861.26,859.28,126.51667,41.89,0.9815,642,0,8.841,0.97893,4.21,53099,100,30,11.36,0.45,12.01,0.51,12.01,0.51,12.01,0.51,77.7,21.28,90.38,28.8,90.64,28.96,90.67,28.98,90.67,28.98,0.53,0.0,71.6445,0,-1.981,30.747095,1368.1,11,0.197376,0.9,1001.3,0.2,1000,1002,-43.4,0.6,-45,-42,-58.1,74.0,-70,-46,387.9,1605.9,323,472,352.6,927.0,288,455,-880.4,174.2,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215154,0.208643,0.074129,0.038135,0.0,30.0
14:03:53,1669686870,2022-11-29T01:54:30,2022-11-29T03:54:30,0.997,842.37,29.51,29.45,31.42,29.93,32.18,861.25,859.3,126.5,41.8,0.9816,642,0,8.84,0.97931,4.21,53103,100,30,11.38,0.36,12.04,0.4,12.05,0.39,12.06,0.39,77.84,17.24,90.57,23.2,90.83,23.25,90.87,23.26,90.87,23.26,0.55,0.0,71.6505,0,-1.981058,30.747007,1360.4,10,0.248776,1.0,1001.4,0.1,1001,1002,-43.1,0.8,-45,-42,-57.6,78.2,-69,-45,387.8,2815.8,280,498,342.4,898.0,280,393,-878.1,280.8,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.229089,0.081309,0.088852,0.03816,0.0,30.0
14:04:23,1669686900,2022-11-29T01:55:00,2022-11-29T03:55:00,0.996,842.87,29.51,29.45,31.45,29.93,32.22,861.17,859.27,125.866669,41.79,0.9815,642,0,8.836,0.97874,4.16,53099,100,30,11.26,0.23,11.94,0.25,11.97,0.25,11.98,0.25,76.93,10.73,89.55,14.49,89.84,14.57,89.88,14.57,89.88,14.57,0.56,0.0,71.6564,0,-1.981055,30.746965,1367.6,10,0.563858,1.1,1001.5,0.0,1001,1002,-43.4,0.7,-45,-42,-57.0,74.4,-70,-45,391.2,2063.0,288,481,349.0,997.2,288,428,-883.1,303.6,-927,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214593,0.168467,0.074135,0.038155,0.0,30.0
14:04:53,1669686930,2022-11-29T01:55:30,2022-11-29T03:55:30,0.997,843.37,29.53,29.4,31.41,29.93,32.05,861.31,859.23,126.616669,41.78,0.9814,642,0,8.84,0.97988,4.21,53098,100,30,11.52,0.01,12.18,0.01,12.18,0.01,12.19,0.01,78.82,0.52,91.69,0.71,91.95,0.72,91.99,0.72,91.99,0.72,0.54,0.0,71.6625,0,-1.981041,30.747076,1382.4,11,0.571054,1.1,1001.4,0.0,1001,1002,-43.4,0.8,-45,-42,-56.2,72.6,-69,-45,396.6,2283.0,288,507,346.8,758.2,288,411,-884.5,255.9,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214629,0.162121,0.074028,0.038122,0.0,30.0
14:05:23,1669686960,2022-11-29T01:56:00,2022-11-29T03:56:00,0.998,843.87,29.52,29.44,31.42,29.93,32.19,861.25,859.33,125.849998,41.94,0.9815,642,0,8.839,0.97988,4.21,53102,100,30,11.51,0.05,12.17,0.05,12.17,0.05,12.17,0.05,78.76,2.16,91.63,2.92,91.88,2.94,91.92,2.94,91.92,2.94,0.53,0.0,71.6685,0,-1.98102,30.747124,1386.6,11,0.295036,1.0,1001.3,0.1,1000,1002,-43.3,0.4,-44,-42,-57.1,72.6,-69,-44,383.5,1827.9,288,472,338.6,986.1,262,402,-878.8,216.4,-918,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214839,0.062713,0.074055,0.038093,0.0,30.0
14:05:53,1669686990,2022-11-29T01:56:30,2022-11-29T03:56:30,0.996,844.37,29.51,29.48,31.39,29.93,32.18,861.25,859.35,126.01667,41.85,0.9816,642,0,8.838,0.97836,4.16,53103,100,30,10.56,0.06,11.17,0.07,11.17,0.07,11.17,0.07,72.26,3.04,84.07,4.11,84.3,4.14,84.33,4.14,84.33,4.14,0.53,0.0,71.6743,0,-1.980991,30.746994,1384.6,12,0.264196,0.9,1001.4,0.1,1001,1002,-43.4,1.0,-45,-42,-56.1,74.0,-69,-45,400.7,2548.3,288,490,340.3,533.5,280,393,-879.9,346.6,-927,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215204,0.059541,0.074176,0.038131,0.0,30.0
14:06:23,1669687020,2022-11-29T01:57:00,2022-11-29T03:57:00,0.997,844.86,29.52,29.42,31.42,29.93,32.12,861.28,859.3,125.466667,41.85,0.9815,642,0,8.84,0.97666,4.21,53097,100,30,11.6,0.19,12.27,0.21,12.27,0.21,12.27,0.21,79.36,8.8,92.32,11.92,92.58,11.98,92.61,11.99,92.61,11.99,0.53,0.0,71.6802,0,-1.981035,30.747019,1381.9,12,0.268308,0.9,1001.4,0.2,1000,1003,-43.3,0.7,-45,-42,-57.1,74.8,-69,-44,385.2,2451.5,306,498,346.7,1189.5,262,411,-881.9,199.6,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214555,0.127974,0.074381,0.038097,0.0,30.0
14:06:53,1669687050,2022-11-29T01:57:30,2022-11-29T03:57:30,0.997,845.36,29.5,29.45,31.42,29.93,32.4,861.33,859.32,126.133331,41.8,0.9816,642,0,8.841,0.97798,4.21,53101,100,30,10.45,0.08,11.05,0.09,11.05,0.09,11.05,0.09,71.5,3.7,83.18,5.01,83.41,5.04,83.44,5.04,83.44,5.04,0.54,0.0,71.686,0,-1.981048,30.747042,1374.5,12,0.746842,0.9,1001.5,0.3,1000,1003,-43.3,0.8,-45,-42,-56.9,76.3,-69,-45,384.4,3105.0,245,490,346.2,811.3,297,411,-873.5,201.2,-901,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214647,0.161209,0.074202,0.038145,0.0,30.0
14:07:23,1669687080,2022-11-29T01:58:00,2022-11-29T03:58:00,0.997,845.86,29.51,29.44,31.38,29.93,32.14,861.12,859.33,126.400002,41.83,0.9816,642,0,8.84,0.97836,4.21,53105,100,30,10.95,0.08,11.57,0.09,11.57,0.09,11.57,0.09,74.88,3.64,87.11,4.92,87.35,4.95,87.39,4.96,87.39,4.96,0.53,0.0,71.6916,0,-1.981059,30.747162,1374.5,11,0.109996,1.0,1001.4,0.1,1000,1002,-43.4,0.6,-45,-42,-56.6,76.8,-70,-44,393.9,1743.8,306,455,338.3,1206.5,253,411,-884.0,188.2,-910,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.223098,0.236488,0.08247,0.03811,0.0,30.0
14:07:53,1669687110,2022-11-29T01:58:30,2022-11-29T03:58:30,0.997,846.36,29.51,29.46,31.42,29.93,32.32,861.27,859.3,125.816666,41.82,0.9816,642,0,8.84,0.97855,4.21,53097,100,30,10.44,0.05,11.04,0.06,11.04,0.06,11.04,0.06,71.44,2.43,83.11,3.29,83.34,3.31,83.37,3.31,83.37,3.31,0.53,0.0,71.6972,0,-1.981048,30.747061,1376.3,12,0.511944,0.8,1001.4,0.0,1000,1002,-43.2,0.6,-45,-42,-57.0,77.2,-70,-45,370.0,2949.0,236,455,343.3,1689.7,236,446,-886.9,300.4,-927,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214916,0.098509,0.074067,0.038162,0.0,30.0
14:08:23,1669687140,2022-11-29T01:59:00,2022-11-29T03:59:00,0.997,846.86,29.51,29.42,31.35,29.93,32.55,861.18,859.3,125.866669,41.74,0.9816,642,0,8.839,0.97798,4.21,53101,100,30,11.16,0.21,11.8,0.24,11.8,0.24,11.8,0.24,76.32,9.89,88.78,13.39,89.03,13.46,89.06,13.47,89.06,13.47,0.53,0.0,71.7029,0,-1.981045,30.747038,1378.3,12,0.441526,0.9,1001.5,0.1,1001,1003,-43.2,0.7,-45,-42,-57.7,73.2,-69,-45,389.6,2100.9,288,463,339.7,1852.7,227,437,-887.5,146.2,-910,-866,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215019,0.146213,0.074017,0.038104,0.0,30.0
14:08:53,1669687170,2022-11-29T01:59:30,2022-11-29T03:59:30,0.997,847.36,29.5,29.48,31.39,29.93,32.22,861.35,859.35,126.23333,41.77,0.9817,642,0,8.84,0.97817,4.21,53105,100,30,11.67,0.04,12.34,0.05,12.34,0.05,12.34,0.05,79.85,1.88,92.89,2.55,93.15,2.57,93.19,2.57,93.19,2.57,0.51,0.0,71.7089,0,-1.981018,30.746901,1370.0,11,0.931368,1.0,1001.4,0.2,1000,1002,-43.2,0.8,-45,-42,-57.3,76.9,-69,-44,382.5,1640.7,306,446,349.3,662.2,288,411,-879.9,154.1,-901,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214151,0.032669,0.073934,0.038145,0.0,30.0
14:09:23,1669687200,2022-11-29T02:00:00,2022-11-29T04:00:00,0.997,847.85,29.51,29.45,31.39,29.93,32.33,861.33,859.38,126.316666,41.84,0.9817,642,0,8.836,0.97855,4.16,53097,100,30,10.68,0.1,11.29,0.11,11.29,0.11,11.29,0.11,73.05,4.53,84.98,6.13,85.22,6.17,85.25,6.17,85.25,6.17,0.48,0.0,71.7148,0,-1.98103,30.746965,1371.4,12,0.16448,0.9,1001.3,0.1,1000,1002,-43.2,0.5,-44,-42,-57.0,79.1,-70,-44,373.6,2683.8,280,490,350.2,910.6,271,411,-879.9,304.2,-927,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214458,0.090072,0.074006,0.038143,0.0,30.0
14:09:53,1669687230,2022-11-29T02:00:30,2022-11-29T04:00:30,0.997,848.35,29.5,29.44,31.39,29.93,31.89,861.3,859.35,125.699997,41.8,0.9817,642,0,8.84,0.97893,4.21,53100,100,30,10.58,0.14,11.19,0.16,11.19,0.16,11.19,0.16,72.38,6.64,84.2,8.99,84.44,9.04,84.47,9.05,84.47,9.05,0.5,0.0,71.7204,0,-1.981054,30.747057,1375.1,9,0.102286,1.1,1001.4,0.3,1000,1003,-43.2,0.7,-45,-42,-57.3,78.2,-70,-44,388.9,1720.7,323,481,348.2,1130.4,271,420,-880.2,306.6,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215741,0.133142,0.07512,0.038137,0.0,30.0
14:10:23,1669687260,2022-11-29T02:01:00,2022-11-29T04:01:00,0.995,848.85,29.51,29.43,31.38,29.93,32.34,861.26,859.33,126.166664,41.8,0.9816,642,0,8.841,0.97988,4.21,53104,100,30,11.17,0.03,11.81,0.03,11.81,0.03,11.81,0.03,76.4,1.24,88.87,1.68,89.12,1.69,89.15,1.69,89.15,1.69,0.5,0.0,71.7262,0,-1.981087,30.747057,1373.0,9,0.18761,1.2,1001.4,0.3,1000,1003,-43.5,0.9,-45,-42,-55.7,75.5,-69,-45,381.4,2240.8,280,551,346.6,896.9,280,402,-879.2,288.9,-918,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215015,0.177296,0.074082,0.038229,0.0,30.0
14:10:53,1669687290,2022-11-29T02:01:30,2022-11-29T04:01:30,0.999,849.35,29.48,29.45,31.39,29.93,32.1,861.25,859.4,126.116669,41.88,0.9818,642,0,8.836,0.97798,4.16,53101,100,30,10.48,0.14,11.08,0.16,11.08,0.16,11.08,0.16,71.68,6.5,83.39,8.8,83.62,8.85,83.65,8.85,83.65,8.85,0.5,0.0,71.7319,0,-1.981068,30.747066,1376.1,9,0.427648,1.2,1001.3,0.2,1000,1002,-43.4,0.9,-45,-42,-58.0,75.1,-70,-44,378.8,1847.5,280,446,349.9,1429.1,271,411,-882.5,248.0,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214998,0.052732,0.074042,0.038053,0.0,30.0
14:11:23,1669687320,2022-11-29T02:02:00,2022-11-29T04:02:00,0.996,849.85,29.47,29.37,31.33,29.93,32.16,861.18,859.21,125.900002,41.91,0.9816,642,0,8.84,0.97798,4.21,53100,100,30,11.4,0.06,12.05,0.06,12.05,0.06,12.05,0.06,77.98,2.7,90.71,3.66,90.97,3.68,91.0,3.68,91.0,3.68,0.52,0.0,71.7376,0,-1.981005,30.746981,1376.0,10,0.24672,1.0,1001.4,0.1,1000,1002,-43.3,0.7,-45,-42,-58.3,73.0,-69,-44,392.2,3025.8,253,507,341.5,1585.2,271,437,-878.7,202.9,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.222482,0.098661,0.082243,0.038148,0.0,30.0
14:11:53,1669687350,2022-11-29T02:02:30,2022-11-29T04:02:30,0.996,850.34,29.47,29.42,31.36,29.93,32.22,861.23,859.41,126.26667,42.0,0.9818,642,0,8.84,0.97798,4.21,53104,100,30,11.01,0.03,11.65,0.03,11.65,0.03,11.65,0.03,75.35,1.43,87.65,1.93,87.9,1.94,87.93,1.94,87.93,1.94,0.5,0.0,71.7435,0,-1.98093,30.746916,1378.8,10,0.272934,1.0,1001.4,0.2,1000,1002,-43.2,0.6,-44,-42,-56.5,77.2,-70,-45,379.4,3137.3,253,507,341.4,921.1,262,402,-881.6,343.6,-936,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21439,0.145997,0.073971,0.038136,0.0,30.0
14:12:23,1669687380,2022-11-29T02:03:00,2022-11-29T04:03:00,0.996,850.84,29.47,29.41,31.34,29.93,32.14,861.18,859.44,126.433334,41.96,0.9818,642,0,8.837,0.9776,4.16,53099,100,30,11.31,0.03,11.96,0.03,11.96,0.03,11.96,0.03,77.4,1.3,90.04,1.76,90.3,1.77,90.33,1.77,90.33,1.77,0.49,0.0,71.7494,0,-1.980907,30.746922,1375.1,9,0.350034,1.1,1001.2,0.1,1000,1002,-43.2,0.9,-45,-42,-57.5,74.5,-69,-45,381.1,2413.4,271,481,345.2,783.9,280,411,-878.4,325.6,-910,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214587,0.083285,0.073975,0.03812,0.0,30.0
14:12:53,1669687410,2022-11-29T02:03:30,2022-11-29T04:03:30,0.995,851.34,29.46,29.37,31.32,29.93,32.14,861.29,859.31,125.699997,41.92,0.9817,642,0,8.84,0.97893,4.21,53099,100,30,11.46,0.14,12.12,0.16,12.12,0.16,12.12,0.16,78.42,6.68,91.22,9.04,91.48,9.08,91.51,9.09,91.51,9.09,0.51,0.0,71.7554,0,-1.980917,30.746935,1376.6,6,0.160882,1.5,1001.2,0.2,1000,1002,-43.4,0.7,-45,-42,-56.1,77.6,-70,-44,387.5,3323.8,297,498,343.8,1003.0,271,437,-876.9,240.6,-910,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21476,0.086516,0.073992,0.03807,0.0,30.0
14:13:23,1669687440,2022-11-29T02:04:00,2022-11-29T04:04:00,0.995,851.84,29.45,29.37,31.38,29.93,31.94,861.29,859.34,126.166664,41.97,0.9818,642,0,8.841,0.97969,4.21,53103,100,30,10.81,0.12,11.44,0.13,11.44,0.13,11.44,0.13,73.98,5.6,86.06,7.58,86.3,7.62,86.33,7.63,86.33,7.63,0.54,0.0,71.7613,0,-1.980935,30.746971,1377.0,6,0.417882,1.5,1001.5,0.1,1000,1003,-43.4,0.6,-45,-42,-57.3,73.7,-69,-45,384.8,2589.9,297,507,339.2,1136.7,271,393,-878.1,251.9,-918,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215112,0.311118,0.074096,0.038138,0.0,30.0
14:13:53,1669687470,2022-11-29T02:04:30,2022-11-29T04:04:30,0.996,852.34,29.44,29.37,31.34,29.93,32.16,861.26,859.34,126.033333,41.99,0.9818,642,0,8.838,0.97912,4.16,53104,100,30,10.8,0.06,11.42,0.07,11.42,0.07,11.42,0.07,73.9,2.93,85.97,3.97,86.21,3.99,86.24,3.99,86.24,3.99,0.54,0.0,71.767,0,-1.980907,30.746944,1377.9,8,0.060652,1.3,1001.4,-0.1,1001,1002,-43.4,0.6,-45,-42,-56.6,79.0,-69,-44,394.8,3446.5,280,498,346.5,998.3,280,393,-885.7,344.6,-936,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215436,0.139071,0.074215,0.038163,0.0,30.0
14:14:23,1669687500,2022-11-29T02:05:00,2022-11-29T04:05:00,0.998,852.84,29.44,29.37,31.31,29.93,32.15,861.29,859.31,126.033333,42.02,0.9818,642,0,8.84,0.97817,4.21,53098,100,30,10.48,0.1,11.08,0.11,11.08,0.11,11.08,0.11,71.7,4.7,83.41,6.36,83.64,6.4,83.67,6.4,83.67,6.4,0.53,0.0,71.7726,0,-1.980868,30.746902,1379.8,8,0.085324,1.2,1001.3,0.3,1000,1002,-43.3,0.7,-45,-42,-57.3,75.8,-71,-45,382.7,2157.6,218,455,352.0,820.3,280,402,-871.1,193.2,-901,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214577,0.187499,0.074131,0.038155,0.0,30.0
14:14:53,1669687530,2022-11-29T02:05:30,2022-11-29T04:05:30,0.996,853.33,29.43,29.38,31.3,29.93,32.23,861.34,859.37,125.416664,42.08,0.9819,642,0,8.84,0.97779,4.21,53102,100,30,10.86,0.4,11.49,0.45,11.49,0.45,11.49,0.45,74.31,18.87,86.45,25.54,86.69,25.68,86.72,25.7,86.72,25.7,0.51,0.0,71.7782,0,-1.980944,30.746975,1379.7,8,0.056026,1.2,1001.3,0.1,1000,1002,-43.4,0.7,-45,-42,-56.4,78.8,-69,-45,382.6,2187.1,306,472,356.8,971.9,297,437,-876.6,236.2,-918,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214673,0.081342,0.074022,0.03816,0.0,30.0
14:15:23,1669687560,2022-11-29T02:06:00,2022-11-29T04:06:00,0.997,853.83,29.42,29.4,31.29,29.93,32.05,861.31,859.41,125.75,42.0,0.982,642,0,8.84,0.97817,4.21,53106,100,30,12.28,0.02,12.99,0.03,12.99,0.03,12.99,0.03,84.03,1.07,97.75,1.44,98.03,1.46,98.06,1.46,98.06,1.46,0.52,0.0,71.7843,0,-1.981011,30.74703,1380.5,8,0.03598,1.2,1001.4,0.0,1001,1002,-43.6,0.8,-45,-42,-56.2,77.1,-69,-44,402.0,2914.8,297,542,341.2,1272.0,271,420,-880.5,287.6,-927,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.223076,0.121395,0.08223,0.038144,0.0,30.0
14:15:53,1669687590,2022-11-29T02:06:30,2022-11-29T04:06:30,0.997,854.33,29.42,29.36,31.3,29.93,32.13,861.23,859.37,126.066666,42.01,0.9819,642,0,8.841,0.97703,4.21,53098,100,30,11.73,0.02,12.4,0.02,12.4,0.02,12.4,0.02,80.24,0.75,93.34,1.01,93.6,1.02,93.64,1.02,93.64,1.02,0.51,0.0,71.7906,0,-1.981034,30.747061,1382.3,8,0.101772,1.2,1001.4,0.2,1000,1002,-43.2,0.6,-45,-42,-58.5,71.2,-70,-45,379.2,2664.6,297,490,347.8,842.3,271,393,-880.5,281.8,-910,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215031,0.17904,0.074028,0.038127,0.0,30.0
14:16:23,1669687620,2022-11-29T02:07:00,2022-11-29T04:07:00,0.997,854.83,29.42,29.33,31.33,29.93,32.11,861.27,859.37,126.23333,42.0,0.9819,642,0,8.84,0.97912,4.21,53102,100,30,11.54,0.05,12.21,0.06,12.21,0.06,12.21,0.06,78.96,2.36,91.86,3.2,92.12,3.22,92.15,3.22,92.15,3.22,0.52,0.0,71.7968,0,-1.981034,30.747061,1382.3,8,0.104342,1.2,1001.3,0.1,1000,1002,-43.4,0.8,-45,-42,-56.4,80.8,-70,-44,386.7,2524.1,280,498,355.8,738.9,288,402,-881.0,309.1,-901,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.216347,0.044474,0.075134,0.038153,0.0,30.0
14:16:53,1669687650,2022-11-29T02:07:30,2022-11-29T04:07:30,0.995,855.33,29.4,29.37,31.31,29.93,32.07,861.24,859.42,125.76667,42.06,0.9821,642,0,8.842,0.97893,4.21,53106,100,30,11.44,0.03,12.1,0.04,12.1,0.04,12.1,0.04,78.26,1.51,91.04,2.04,91.3,2.05,91.33,2.05,91.33,2.05,0.51,0.0,71.8028,0,-1.980988,30.746992,1386.5,7,0.450778,1.7,1001.4,0.1,1000,1002,-43.2,0.6,-45,-42,-57.4,79.2,-69,-45,391.9,1888.0,315,481,348.8,1184.4,297,437,-883.4,222.8,-918,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214499,0.124682,0.07405,0.038159,0.0,30.0
14:17:23,1669687680,2022-11-29T02:08:00,2022-11-29T04:08:00,0.995,855.82,29.41,29.4,31.33,29.93,32.08,861.34,859.44,125.73333,42.06,0.9821,642,0,8.833,0.97722,4.16,53099,100,30,11.11,0.04,11.75,0.04,11.75,0.04,11.75,0.04,75.99,1.86,88.4,2.52,88.64,2.53,88.68,2.54,88.68,2.54,0.5,0.0,71.8087,0,-1.980945,30.746962,1383.1,8,0.652266,1.2,1001.5,0.1,1000,1002,-43.4,0.6,-45,-42,-55.4,84.0,-71,-44,393.6,2826.7,271,533,345.4,775.0,288,402,-878.7,207.1,-901,-857,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21475,0.159732,0.074144,0.038107,0.0,30.0
14:17:53,1669687710,2022-11-29T02:08:30,2022-11-29T04:08:30,0.993,856.32,29.41,29.33,31.3,29.93,32.1,861.24,859.42,126.01667,41.99,0.982,641,0,8.845,0.97836,4.21,53101,100,30,11.63,0.11,12.3,0.12,12.3,0.12,12.3,0.12,79.57,5.19,92.56,7.02,92.82,7.06,92.85,7.06,92.85,7.06,0.52,0.0,71.8147,0,-1.980949,30.746979,1384.2,8,0.406574,1.2,1001.4,0.6,1000,1003,-43.5,1.0,-45,-42,-56.1,112.4,-73,-42,403.3,3387.2,280,533,353.2,992.6,297,411,-884.9,435.7,-927,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21483,0.046532,0.074054,0.038098,0.0,30.0
14:18:23,1669687740,2022-11-29T02:09:00,2022-11-29T04:09:00,0.996,856.82,29.4,29.37,31.31,29.93,31.96,861.26,859.47,125.533333,41.99,0.9821,641,0,8.845,0.97874,4.21,53105,100,30,11.47,0.01,12.13,0.01,12.13,0.01,12.13,0.01,78.49,0.58,91.3,0.78,91.56,0.79,91.59,0.79,91.59,0.79,0.52,0.0,71.8208,0,-1.98101,30.747044,1379.9,8,0.04626,1.2,1001.5,0.2,1000,1003,-43.5,1.0,-45,-42,-55.2,106.3,-73,-43,382.6,3288.3,245,507,355.2,875.7,306,437,-880.7,292.1,-918,-848,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215095,0.089987,0.074071,0.038129,0.0,30.0
